Cancer	TissueType	SampleID	Gene_A	Gene_B	A_chr	A_arm	A_strand	B_chr	B_arm	B_strand	GeneID_A	GeneID_B	Discordant_n	JSR_n	perfectJSR_n	Junc_n	Position_Consist	Junction	Junction_A	Junction_B	Most_JSR	frame_detail	tx_type	frame	TAF_info	Fusion_A_TAF	Fusion_B_TAF	artifact.A	artifact.B	FusionPair	Freq_FP	ABS_distance	fus.category	FusionType	gene1_left	gene1_right	gene2_left	gene2_right	any_near_peak02	Gene_A_redundancy	Gene_B_redunduncy	tier
THCA	11	TCGA-E8-A2JQ-11A-11R-A180-07	MECP2	DNASE1L1	X	Xq	-1	X	Xq	-1	4204	1774	140	10	9	2	PARTIALLY	MECP2:X:153357642_DNASE1L1:X:153631963,9|MECP2:X:153363061_DNASE1L1:X:153631963,1	153357642	153631963	9	ENST00000303391:1-26_ENST00000014935:312-909|ENST00000303391:1-26_ENST00000369808:312-909|ENST00000303391:1-26_ENST00000309585:312-909|ENST00000303391:1-26_ENST00000369807:312-909|ENST00000303391:1-26_ENST00000369809:312-909|ENST00000303391:1-26_ENST00000393638:312-909|ENST00000407218:1-26_ENST00000014935:312-909|ENST00000407218:1-26_ENST00000369808:312-909|ENST00000407218:1-26_ENST00000309585:312-909|ENST00000407218:1-26_ENST00000369807:312-909|ENST00000407218:1-26_ENST00000369809:312-909|ENST00000407218:1-26_ENST00000393638:312-909|ENST00000369964:1-26_ENST00000014935:312-909|ENST00000369964:1-26_ENST00000369808:312-909|ENST00000369964:1-26_ENST00000309585:312-909|ENST00000369964:1-26_ENST00000369807:312-909|ENST00000369964:1-26_ENST00000369809:312-909|ENST00000369964:1-26_ENST00000393638:312-909|ENST00000545451:1-26_ENST00000014935:312-909|ENST00000545451:1-26_ENST00000369808:312-909|ENST00000545451:1-26_ENST00000309585:312-909|ENST00000545451:1-26_ENST00000369807:312-909|ENST00000545451:1-26_ENST00000369809:312-909|ENST00000545451:1-26_ENST00000393638:312-909	primary-primary	In-frame	MECP2,0.1698_DNASE1L1,0.1324|MECP2,0.0128_DNASE1L1,0.0167	0.1698	0.1324	no	no	MECP2__DNASE1L1	1	274321	Short	Short	7e-04	7e-04	7e-04	7e-04	0	1	1	tier1
THCA	11	TCGA-EL-A3H1-11A-11R-A21D-07	GGNBP2	MYO19	17	17q	1	17	17q	-1	79893	80179	5	8	5	1	YES	GGNBP2:17:34916711_MYO19:17:34863351,8	34916711	34863351	8	ENST00000304718:1-527_ENST00000415126:559-1287|ENST00000304718:1-527_ENST00000431794:1354-2913	primary-alternate	Out-of-frame	GGNBP2,0.0559_MYO19,0.1311	0.0559	0.1311	no	no	GGNBP2__MYO19	1	53360	Short	Short	0.0046	0.0046	0.0046	0.0046	0	1	1	tier1
THCA	11	TCGA-EL-A3H2-11A-11R-A20F-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	5	2	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,5	43699407	44249598	5	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0694_KIAA1267,0.5556	0.0694	0.5556	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.0126	0.0126	0.0126	0.0126	0	1	1	tier3
THCA	11	TCGA-EL-A3N3-11A-11R-A20F-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	3	10	9	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,10	43699407	44249598	10	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1695_KIAA1267,0.5263	0.1695	0.5263	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0	0	0	0	0	1	1	tier1
THCA	11	TCGA-EL-A3T0-11A-12R-A22L-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	10	10	3	PARTIALLY	CRHR1:17:43699407_KIAA1267:17:44249598,8|CRHR1:17:43699407_KIAA1267:17:44172067,1|CRHR1:17:43699407_KIAA1267:17:44159908,1	43699407	44249598	8	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1538_KIAA1267,0.4444|CRHR1,0.0222_KIAA1267,0.0119|CRHR1,0.0222_KIAA1267,0.0169	0.1538	0.4444	no	no	CRHR1__KIAA1267	27	550191	Short	Short	0.005	0.005	0.005	0.005	0	1	1	tier4
THCA	11	TCGA-EL-A3T0-11A-12R-A22L-07	TMEM57	RHCE	1	1p	1	1	1p	-1	55219	6006	5	1	1	1	YES	TMEM57:1:25775425_RHCE:1:25712335,1	25775425	25712335	1	ENST00000374343:1-349_ENST00000294413:940-1254|ENST00000374343:1-349_ENST00000340849:625-804|ENST00000374343:1-349_ENST00000349320:892-1206|ENST00000374343:1-349_ENST00000346452:487-801|ENST00000374343:1-349_ENST00000243186:940-1119|ENST00000374343:1-349_ENST00000374352:892-1206|ENST00000374343:1-349_ENST00000413854:940-1191|ENST00000374343:1-349_ENST00000447203:940-1197|ENST00000374343:1-349_ENST00000455194:625-939|ENST00000374343:1-349_ENST00000539650:727-1041|ENST00000399766:1-349_ENST00000294413:940-1254|ENST00000399766:1-349_ENST00000340849:625-804|ENST00000399766:1-349_ENST00000349320:892-1206|ENST00000399766:1-349_ENST00000346452:487-801|ENST00000399766:1-349_ENST00000243186:940-1119|ENST00000399766:1-349_ENST00000374352:892-1206|ENST00000399766:1-349_ENST00000413854:940-1191|ENST00000399766:1-349_ENST00000447203:940-1197|ENST00000399766:1-349_ENST00000455194:625-939|ENST00000399766:1-349_ENST00000539650:727-1041	primary-primary	Out-of-frame	TMEM57,0.0145_RHCE,0.2500	0.0145	0.25	no	no	TMEM57__RHCE	1	63090	Short	Short	0.701	NA	0.701	0.701	1	1	1	tier2
THCA	11	TCGA-EL-A3T2-11A-11R-A22L-07	APLP2	CCT5	11	11q	1	5	5p	1	334	22948	2	56	52	1	YES	APLP2:11:130014699_CCT5:5:10250033,56	130014699	10250033	56	ENST00000263574:NA_ENST00000280326:NA|ENST00000278756:NA_ENST00000280326:NA|ENST00000543137:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	APLP2,1.0000_CCT5,1.0000	1	1	no	no	APLP2__CCT5	1	119764666	InterChr	InterChr	-5e-04	-5e-04	-0.0015	-0.0015	0	1	1	tier3
THCA	11	TCGA-EL-A3T7-11A-21R-A22L-07	FOS	HLTF	14	14q	1	3	3q	-1	2353	6596	2	5	1	2	YES	FOS:14:75748933_HLTF:3:148778645,3|FOS:14:75747370_HLTF:3:148804309,2	75748933	148778645	3	ENST00000303562:NA_ENST00000494055:1161-3030|ENST00000303562:NA_ENST00000465259:1161-3027|ENST00000303562:NA_ENST00000310053:1161-3030|ENST00000303562:NA_ENST00000392912:1161-3030	primary-primary	3UTR-CDS	FOS,1.0000_HLTF,0.0357|FOS,0.0001_HLTF,1.0000	1	0.0357	no	no	FOS__HLTF	1	73029712	InterChr	InterChr	0.0049	0.0049	0.0024	0.0024	0	1	1	tier3
THCA	11	TCGA-EL-A3T8-11A-11R-A22L-07	TM9SF2	PLEKHB2	13	13q	1	2	2q	1	9375	55041	2	2	2	1	YES	TM9SF2:13:100215645_PLEKHB2:2:131876464,2	100215645	131876464	2	ENST00000376387:NA_ENST00000409279:NA	primary-alternate	3UTR-5UTR	TM9SF2,1.0000_PLEKHB2,0.0171	1	0.0171	no	no	TM9SF2__PLEKHB2	1	31660819	InterChr	InterChr	0.0032	0.0032	0.0017	0.0017	0	1	1	tier3
THCA	11	TCGA-EL-A3ZK-11A-11R-A23N-07	AKT3	SDCCAG8	1	1q	-1	1	1q	1	10000	10806	2	1	1	1	PARTIALLY	AKT3:1:244006427_SDCCAG8:1:243493842,1	244006427	243493842	1	ENST00000366539:1-46_ENST00000366541:1069-2142|ENST00000366539:1-46_ENST00000343783:634-1707|ENST00000366539:1-46_ENST00000355875:940-2013|ENST00000336199:1-46_ENST00000366541:1069-2142|ENST00000336199:1-46_ENST00000343783:634-1707|ENST00000336199:1-46_ENST00000355875:940-2013|ENST00000366540:1-46_ENST00000366541:1069-2142|ENST00000366540:1-46_ENST00000343783:634-1707|ENST00000366540:1-46_ENST00000355875:940-2013|ENST00000263826:1-46_ENST00000366541:1069-2142|ENST00000263826:1-46_ENST00000343783:634-1707|ENST00000263826:1-46_ENST00000355875:940-2013	primary-primary	Out-of-frame	AKT3,0.0333_SDCCAG8,0.0217	0.0333	0.0217	no	no	AKT3__SDCCAG8	2	512585	Short	Short	0.0017	0.0017	0.0017	0.0017	0	1	1	tier4
THCA	11	TCGA-EL-A3ZL-11A-11R-A23N-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	6	4	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,6	43699407	44249598	6	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0594_KIAA1267,0.5455	0.0594	0.5455	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-0.0064	-0.0064	-0.0064	-0.0064	0	1	1	tier3
THCA	11	TCGA-EL-A3ZL-11A-11R-A23N-07	TFG	GPR128	3	3q	1	3	3q	1	10342	84873	36	16	13	1	YES	TFG:3:100438902_GPR128:3:100348442,16	100438902	100348442	16	ENST00000240851:1-268_ENST00000273352:116-2394|ENST00000418917:1-268_ENST00000273352:116-2394|ENST00000490574:1-268_ENST00000273352:116-2394|ENST00000476228:1-268_ENST00000273352:116-2394|ENST00000443578:1-268_ENST00000273352:116-2394	primary-primary	In-frame	TFG,0.0423_GPR128,0.8889	0.0423	0.8889	no	no	TFG__GPR128	2	90460	Short	Short	0.003	0.003	0.003	0.003	0	1	1	tier1
THCA	11	TCGA-EL-A3ZR-11A-11R-A23N-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	2	9	7	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,9	43699407	44249598	9	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.1154_KIAA1267,0.4737	0.1154	0.4737	no	no	CRHR1__KIAA1267	27	550191	Short	Short	2e-04	2e-04	2e-04	2e-04	0	1	1	tier3
THCA	11	TCGA-EL-A3ZR-11A-11R-A23N-07	CYTH3	KDELR2	7	7p	-1	7	7p	-1	9265	11014	23	18	18	1	YES	CYTH3:7:6312105_KDELR2:7:6513915,18	6312105	6513915	18	ENST00000350796:1-34_ENST00000258739:92-639|ENST00000350796:1-34_ENST00000490996:92-561	primary-primary	In-frame	CYTH3,0.2000_KDELR2,0.0390	0.2	0.039	no	no	CYTH3__KDELR2	1	201810	Short	Short	0.5778	0.5778	0.5778	0.5778	1	1	1	tier1
THCA	11	TCGA-ET-A3DW-11A-11R-A19O-07	CALR	CCT5	19	19p	1	5	5p	1	811	22948	2	16	7	1	YES	CALR:19:13055304_CCT5:5:10250033,16	13055304	10250033	16	ENST00000316448:NA_ENST00000280326:NA	alternate-primary	3UTR-5UTR	CALR,1.0000_CCT5,1.0000	1	1	no	no	CALR__CCT5	1	2805271	InterChr	InterChr	-0.0025	-0.0025	0.0027	0.0027	0	1	1	tier3
THCA	11	TCGA-H2-A3RI-11A-11R-A220-07	CRHR1	KIAA1267	17	17q	1	17	17q	-1	1394	284058	3	7	7	1	YES	CRHR1:17:43699407_KIAA1267:17:44249598,7	43699407	44249598	7	ENST00000293493:NA_ENST00000262419:NA|ENST00000293493:NA_ENST00000393476:NA|ENST00000339069:NA_ENST00000262419:NA|ENST00000339069:NA_ENST00000393476:NA	alternate-alternate	5UTR-5UTR	CRHR1,0.0909_KIAA1267,0.5385	0.0909	0.5385	no	no	CRHR1__KIAA1267	27	550191	Short	Short	-4e-04	-4e-04	-4e-04	-4e-04	0	1	1	tier1
THCA	11	TCGA-KS-A41J-11A-12R-A23N-07	GALNT9	NOC4L	12	12q	-1	12	12q	1	50614	79050	2	1	1	1	YES	GALNT9:12:132824463_NOC4L:12:132635526,1	132824463	132635526	1	ENST00000328957:1-1077_ENST00000330579:902-1551|ENST00000535228:1-108_ENST00000330579:902-1551	alternate-primary	Out-of-frame	GALNT9,0.0217_NOC4L,0.0161	0.0217	0.0161	no	no	GALNT9__NOC4L	1	188937	Short	Short	0.0015	0.0015	0.0015	0.0015	0	1	1	tier3
THCA	11	TCGA-KS-A41L-11A-11R-A23N-07	MYH9	DDX27	22	22q	-1	20	20q	1	4627	55661	2	20	16	1	YES	MYH9:22:36677327_DDX27:20:47849303,20	36677327	47849303	20	NA	NA	NA	MYH9,1.0000_DDX27,0.1342	1	0.1342	no	no	MYH9__DDX27	1	11171976	InterChr	InterChr	-6e-04	-6e-04	-8e-04	-8e-04	0	1	1	tier3
